record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
DEMO_REC_0446,Assam,Cachar,Cachar Central,Cachar Station-2,92.7557,24.8346,2023,July,Monsoon,7.21,631.1,410.2,202.2,17.5,228.4,0.55,260.6,0.43,10.49,8.74,346.6,Synthetic Environmental Simulation,2023,42,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.25,136.32,-0.042,0,30.5,0.19,0.0,0.81,0.25,0.35,0.46,MODERATE
DEMO_REC_0447,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6241,27.0954,2024,July,Monsoon,7.1,1176.3,764.6,315.2,44.7,111.9,0.58,301.9,0.3,0.26,2.78,380.5,Synthetic Environmental Simulation,2024,71,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.47,159.43,-0.095,0,34.6,0.32,0.04,0.87,0.25,0.35,0.26,MODERATE
DEMO_REC_0448,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.0984,11.6617,2022,November,Post-Monsoon,6.67,946.2,615.0,237.2,43.5,139.4,1.17,313.8,0.29,0.83,6.76,44.5,Synthetic Environmental Simulation,2022,21,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.64,-69.66,-0.088,0,18.2,0.09,0.02,0.34,0.25,0.35,0.28,LOW
DEMO_REC_0449,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.2988,16.2226,2023,November,Post-Monsoon,7.17,1256.2,816.5,195.7,49.4,143.3,0.67,293.8,0.25,1.3,1.36,36.6,Synthetic Environmental Simulation,2023,114,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.69,-75.05,-0.109,0,28.9,0.51,0.06,0.33,0.25,0.35,0.2,LOW
DEMO_REC_0450,Maharashtra,Latur,Latur Central,Latur Station-1,76.56,18.4101,2024,November,Post-Monsoon,6.99,1126.8,732.4,137.6,18.0,52.5,1.33,292.0,0.6,0.89,0.64,50.4,Synthetic Environmental Simulation,2024,93,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.6,-65.64,-0.16,0,25.4,0.41,0.03,0.35,0.25,0.35,0.01,LOW
DEMO_REC_0451,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.135,11.6833,2022,May,Pre-Monsoon,6.84,884.7,575.1,165.0,1.0,97.9,1.3,187.1,0.18,0.54,0.71,64.2,Synthetic Environmental Simulation,2022,15,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.52,-56.23,-0.078,0,24.2,0.07,0.01,0.37,0.65,0.35,0.32,LOW
DEMO_REC_0452,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2418,13.1224,2023,May,Pre-Monsoon,6.9,875.6,569.1,135.2,25.6,132.6,0.81,211.7,0.37,2.04,0.89,28.7,Synthetic Environmental Simulation,2023,99,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.74,-80.43,-0.132,0,31.4,0.44,0.01,0.31,0.65,0.35,0.12,MODERATE
DEMO_REC_0453,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9517,11.0561,2024,May,Pre-Monsoon,7.33,1188.9,772.8,176.2,71.1,126.9,1.79,306.0,0.01,5.79,2.45,66.6,Synthetic Environmental Simulation,2024,116,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.59,-0.062,0,33.5,0.52,0.16,0.37,0.25,0.35,0.38,MODERATE
DEMO_REC_0454,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1349,9.9589,2022,July,Monsoon,6.57,1578.5,1026.0,234.6,20.6,193.2,0.32,277.3,0.62,1.48,1.26,303.5,Synthetic Environmental Simulation,2022,101,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,0.98,106.93,-0.054,0,37.2,0.45,0.07,0.75,0.25,0.35,0.41,MODERATE
DEMO_REC_0455,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6797,10.8121,2023,July,Monsoon,6.76,1261.4,819.9,201.5,23.5,147.9,0.56,214.7,0.28,1.75,6.05,257.7,Synthetic Environmental Simulation,2023,86,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.7,75.71,-0.118,0,32.2,0.38,0.04,0.67,0.25,0.35,0.17,MODERATE
DEMO_REC_0456,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2191,17.6773,2024,July,Monsoon,6.94,1439.3,935.5,221.6,7.1,74.1,0.64,299.2,0.2,8.15,4.4,129.8,Synthetic Environmental Simulation,2024,56,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.11,-11.5,-0.105,0,31.5,0.25,0.06,0.47,0.65,0.35,0.22,MODERATE
DEMO_REC_0457,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6767,16.4801,2022,November,Post-Monsoon,7.14,1144.8,744.1,263.7,12.8,135.5,0.83,381.8,0.24,2.56,0.9,80.8,Synthetic Environmental Simulation,2022,35,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.41,-44.91,-0.144,0,20.3,0.16,0.03,0.4,0.25,0.35,0.08,LOW
DEMO_REC_0458,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.409,16.2686,2023,November,Post-Monsoon,7.7,1200.3,780.2,213.8,39.1,61.7,0.59,167.9,0.02,2.23,13.59,30.7,Synthetic Environmental Simulation,2023,108,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.73,-79.07,-0.122,0,33.3,0.48,0.04,0.32,0.65,0.35,0.15,MODERATE
DEMO_REC_0459,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5611,14.6923,2024,November,Post-Monsoon,7.52,1207.8,785.1,190.5,3.7,65.8,1.16,298.5,0.52,0.07,2.99,18.5,Synthetic Environmental Simulation,2024,26,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.8,-87.39,-0.094,0,18.4,0.12,0.04,0.3,0.25,0.35,0.26,LOW
DEMO_REC_0460,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7694,26.1287,2022,May,Pre-Monsoon,6.82,1531.5,995.5,186.8,8.9,137.5,1.36,225.8,0.08,6.74,2.01,11.8,Synthetic Environmental Simulation,2022,73,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.85,-91.95,-0.113,0,29.7,0.32,0.07,0.29,0.65,0.35,0.19,LOW
DEMO_REC_0461,Assam,Cachar,Cachar Central,Cachar Station-2,92.7961,24.8538,2023,May,Pre-Monsoon,7.24,837.3,544.2,268.1,9.7,92.1,0.59,283.1,0.55,3.23,6.75,25.0,Synthetic Environmental Simulation,2023,109,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.95,-0.122,0,26.5,0.48,0.01,0.31,0.25,0.35,0.15,LOW
DEMO_REC_0462,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.602,27.1404,2024,May,Pre-Monsoon,7.41,841.1,546.7,124.3,30.0,97.9,0.77,172.3,0.18,0.97,4.09,33.4,Synthetic Environmental Simulation,2024,78,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.71,-77.23,-0.117,0,23.4,0.35,0.01,0.32,0.25,0.35,0.17,LOW
DEMO_REC_0463,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1009,11.7316,2022,July,Monsoon,6.95,1295.6,842.1,244.2,9.5,84.9,0.91,253.0,0.04,2.15,0.13,410.7,Synthetic Environmental Simulation,2022,83,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.66,180.02,-0.098,0,37.1,0.37,0.05,0.91,0.25,0.35,0.24,MODERATE
DEMO_REC_0464,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3007,16.2243,2023,July,Monsoon,7.23,1575.0,1023.8,177.8,4.6,105.5,0.8,157.5,0.05,2.92,2.17,281.8,Synthetic Environmental Simulation,2023,114,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.85,92.14,-0.071,0,37.6,0.51,0.07,0.71,0.25,0.35,0.35,MODERATE
DEMO_REC_0465,Maharashtra,Latur,Latur Central,Latur Station-1,76.5789,18.4072,2024,July,Monsoon,7.27,1531.8,995.7,205.8,29.0,131.4,0.53,236.9,0.57,3.24,5.53,225.4,Synthetic Environmental Simulation,2024,20,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.49,53.68,-0.104,0,24.7,0.09,0.07,0.62,0.25,0.35,0.22,LOW
DEMO_REC_0466,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1603,11.642,2022,November,Post-Monsoon,6.74,1462.7,950.8,197.1,26.7,172.5,1.62,412.5,0.26,3.46,10.03,100.7,Synthetic Environmental Simulation,2022,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.29,-31.34,-0.111,0,34.7,0.4,0.07,0.43,0.65,0.35,0.2,MODERATE
DEMO_REC_0467,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.3137,13.0594,2023,November,Post-Monsoon,7.32,772.9,502.4,199.0,57.7,93.0,1.23,240.1,0.38,2.11,4.02,24.7,Synthetic Environmental Simulation,2023,104,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.77,-83.16,-0.05,0,34.3,0.46,0.05,0.31,0.65,0.35,0.43,MODERATE
DEMO_REC_0468,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9323,11.0566,2024,November,Post-Monsoon,7.29,1004.2,652.7,270.4,24.9,139.6,1.49,253.5,0.03,0.99,1.72,44.7,Synthetic Environmental Simulation,2024,60,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.64,-69.52,-0.153,0,21.4,0.27,0.02,0.34,0.25,0.35,0.04,LOW
DEMO_REC_0469,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.077,9.9199,2022,May,Pre-Monsoon,7.15,1470.3,955.7,195.1,20.5,114.3,1.7,214.7,0.23,1.87,0.46,49.7,Synthetic Environmental Simulation,2022,99,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.11,-0.144,0,27.6,0.44,0.08,0.35,0.25,0.35,0.07,LOW
DEMO_REC_0470,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7274,10.7921,2023,May,Pre-Monsoon,6.91,788.0,512.2,193.8,24.6,108.4,1.78,209.4,0.01,0.03,7.63,3.2,Synthetic Environmental Simulation,2023,50,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.9,-97.82,-0.091,0,20.4,0.22,0.03,0.27,0.25,0.35,0.27,LOW
DEMO_REC_0471,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2373,17.6526,2024,May,Pre-Monsoon,7.12,839.1,545.4,138.2,35.6,136.2,0.43,187.6,0.15,3.12,3.23,16.2,Synthetic Environmental Simulation,2024,69,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.82,-88.95,-0.11,0,28.0,0.31,0.01,0.3,0.65,0.35,0.2,LOW
DEMO_REC_0472,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6628,16.5402,2022,July,Monsoon,7.53,1064.7,692.1,169.2,27.9,144.6,1.42,380.7,0.17,6.74,3.0,401.3,Synthetic Environmental Simulation,2022,61,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.6,173.61,-0.098,0,33.9,0.27,0.03,0.9,0.25,0.35,0.24,MODERATE
DEMO_REC_0473,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4354,16.3512,2023,July,Monsoon,6.65,1406.8,914.4,246.4,16.8,197.3,0.63,421.9,0.39,0.0,8.29,240.5,Synthetic Environmental Simulation,2023,69,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.59,63.98,-0.097,0,36.5,0.31,0.06,0.65,0.65,0.35,0.25,MODERATE
DEMO_REC_0474,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5693,14.7,2024,July,Monsoon,7.53,975.7,634.2,153.4,68.6,121.5,1.57,156.0,0.08,1.34,2.86,66.3,Synthetic Environmental Simulation,2024,45,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.8,-0.051,0,24.6,0.2,0.11,0.37,0.25,0.35,0.42,LOW
DEMO_REC_0475,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7115,26.1461,2022,November,Post-Monsoon,6.68,521.2,338.8,259.0,37.2,98.6,0.98,333.3,0.03,0.56,1.6,6.6,Synthetic Environmental Simulation,2022,18,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.88,-95.5,-0.007,0,23.8,0.08,0.0,0.28,0.65,0.35,0.58,LOW
DEMO_REC_0476,Assam,Cachar,Cachar Central,Cachar Station-2,92.7817,24.7869,2023,November,Post-Monsoon,6.76,1415.0,919.8,139.9,1.0,97.7,1.32,309.9,0.55,0.65,6.04,51.4,Synthetic Environmental Simulation,2023,21,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.6,-64.95,-0.086,0,19.4,0.09,0.06,0.35,0.25,0.35,0.29,LOW
DEMO_REC_0477,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5996,27.129,2024,November,Post-Monsoon,6.86,250.6,162.9,154.5,17.8,106.8,0.6,238.6,0.13,0.02,5.48,23.1,Synthetic Environmental Simulation,2024,21,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.78,-84.25,0.025,1,19.2,0.09,0.0,0.31,0.25,0.35,0.71,LOW
DEMO_REC_0478,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1712,11.7294,2022,May,Pre-Monsoon,8.12,1853.6,1204.8,259.1,6.9,195.6,1.63,140.4,0.03,4.32,0.71,12.9,Synthetic Environmental Simulation,2022,76,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.84,-91.2,0.036,1,27.9,0.34,0.11,0.29,0.25,0.35,0.74,LOW
DEMO_REC_0479,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3467,16.1726,2023,May,Pre-Monsoon,6.83,1107.1,719.6,203.3,49.6,147.7,1.04,319.1,0.26,0.62,0.94,38.4,Synthetic Environmental Simulation,2023,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.68,-73.82,-0.101,0,26.3,0.4,0.05,0.33,0.25,0.35,0.23,LOW
DEMO_REC_0480,Maharashtra,Latur,Latur Central,Latur Station-1,76.5149,18.4067,2024,May,Pre-Monsoon,6.75,841.8,547.2,232.4,30.4,184.1,1.21,228.2,0.44,1.48,1.92,29.0,Synthetic Environmental Simulation,2024,85,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.74,-80.23,-0.119,0,24.0,0.38,0.01,0.32,0.25,0.35,0.17,LOW
DEMO_REC_0481,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1138,11.6855,2022,July,Monsoon,7.32,1430.6,929.9,149.8,48.9,137.4,1.53,317.9,0.12,0.76,0.39,626.6,Synthetic Environmental Simulation,2022,201,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,3.01,327.23,0.03,1,61.1,0.89,0.07,1.0,0.65,0.35,0.73,HIGH
DEMO_REC_0482,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2566,13.0912,2023,July,Monsoon,6.31,1059.2,688.5,193.3,34.2,84.9,1.24,255.1,0.39,6.72,0.98,266.0,Synthetic Environmental Simulation,2023,17,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.75,81.36,-0.038,0,32.3,0.08,0.04,0.69,0.65,0.35,0.47,MODERATE
DEMO_REC_0483,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9972,11.0494,2024,July,Monsoon,7.26,1478.9,961.3,212.2,10.2,125.4,0.65,264.9,0.01,0.09,7.39,288.8,Synthetic Environmental Simulation,2024,63,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.89,96.91,-0.109,0,31.3,0.28,0.06,0.72,0.25,0.35,0.2,MODERATE
DEMO_REC_0484,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1455,9.9674,2022,November,Post-Monsoon,7.57,1556.6,1011.8,149.2,12.1,108.8,1.47,170.8,0.46,1.51,4.71,54.0,Synthetic Environmental Simulation,2022,100,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.58,-63.18,-0.116,0,28.1,0.44,0.07,0.35,0.25,0.35,0.18,LOW
DEMO_REC_0485,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7156,10.8318,2023,November,Post-Monsoon,7.6,1387.0,901.6,136.0,21.1,84.3,1.36,212.8,0.13,11.79,0.32,66.5,Synthetic Environmental Simulation,2023,37,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.66,-0.132,0,20.8,0.16,0.05,0.37,0.25,0.35,0.12,LOW
DEMO_REC_0486,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2442,17.6732,2024,November,Post-Monsoon,7.54,822.1,534.4,140.7,72.4,158.5,1.01,333.7,0.29,1.52,6.74,69.7,Synthetic Environmental Simulation,2024,34,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.48,-52.48,-0.015,0,30.0,0.15,0.1,0.38,0.65,0.35,0.56,LOW
DEMO_REC_0487,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6434,16.5151,2022,May,Pre-Monsoon,7.2,917.4,596.3,210.7,32.7,138.5,0.39,163.1,0.47,5.19,5.71,73.4,Synthetic Environmental Simulation,2022,17,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.46,-49.95,-0.129,0,17.8,0.08,0.01,0.39,0.25,0.35,0.13,LOW
DEMO_REC_0488,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.472,16.2838,2023,May,Pre-Monsoon,7.26,1184.2,769.7,174.3,8.8,154.1,0.9,326.8,0.12,0.67,1.97,86.8,Synthetic Environmental Simulation,2023,66,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.38,-40.82,-0.144,0,30.0,0.29,0.04,0.41,0.65,0.35,0.07,LOW
DEMO_REC_0489,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5903,14.6752,2024,May,Pre-Monsoon,7.53,1020.9,663.6,199.8,30.1,96.2,0.4,188.5,0.24,3.28,2.28,26.1,Synthetic Environmental Simulation,2024,56,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.2,-0.138,0,20.7,0.25,0.02,0.31,0.25,0.35,0.09,LOW
DEMO_REC_0490,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7176,26.1431,2022,July,Monsoon,7.05,1038.9,675.3,146.1,60.3,114.0,1.18,362.4,1.12,1.9,7.07,685.2,Synthetic Environmental Simulation,2022,214,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,3.38,367.18,0.03,1,62.8,0.95,0.09,1.0,0.65,0.35,0.72,HIGH
DEMO_REC_0491,Assam,Cachar,Cachar Central,Cachar Station-2,92.7678,24.8821,2023,July,Monsoon,6.62,756.6,491.8,222.1,27.6,146.4,1.05,207.2,0.1,3.28,0.83,475.5,Synthetic Environmental Simulation,2023,30,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,2.06,224.21,-0.002,0,33.6,0.13,0.0,1.0,0.25,0.35,0.6,MODERATE
DEMO_REC_0492,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6494,27.1095,2024,July,Monsoon,6.9,1091.7,709.6,155.0,33.2,214.0,1.14,340.5,0.19,3.91,0.43,404.6,Synthetic Environmental Simulation,2024,107,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.62,175.86,-0.099,0,39.2,0.48,0.03,0.9,0.25,0.35,0.24,MODERATE
DEMO_REC_0493,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1108,11.6893,2022,November,Post-Monsoon,6.58,1327.6,862.9,204.7,11.2,115.2,0.33,316.9,0.12,0.73,2.29,40.4,Synthetic Environmental Simulation,2022,18,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.67,-72.45,-0.111,0,18.1,0.08,0.05,0.33,0.25,0.35,0.2,LOW
DEMO_REC_0494,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3906,16.1679,2023,November,Post-Monsoon,6.98,1378.4,896.0,255.0,9.9,112.4,1.02,203.8,0.14,1.13,0.16,32.4,Synthetic Environmental Simulation,2023,73,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.72,-77.91,-0.146,0,23.4,0.32,0.05,0.32,0.25,0.35,0.07,LOW
DEMO_REC_0495,Maharashtra,Latur,Latur Central,Latur Station-1,76.5755,18.4207,2024,November,Post-Monsoon,7.93,981.2,637.8,162.3,10.7,109.8,0.38,249.8,0.0,0.63,1.25,59.4,Synthetic Environmental Simulation,2024,26,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.55,-59.5,-0.09,0,19.2,0.12,0.02,0.36,0.25,0.35,0.27,LOW
DEMO_REC_0496,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1201,11.6292,2022,May,Pre-Monsoon,7.21,1457.5,947.4,163.7,37.5,81.6,0.87,233.6,0.11,2.83,1.03,31.0,Synthetic Environmental Simulation,2022,20,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.73,-78.86,-0.118,0,24.2,0.09,0.06,0.32,0.65,0.35,0.17,LOW
DEMO_REC_0497,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.3138,13.033,2023,May,Pre-Monsoon,7.25,1122.6,729.7,211.6,8.9,116.8,1.0,295.5,1.19,6.53,6.85,50.0,Synthetic Environmental Simulation,2023,26,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.61,-65.91,-0.15,0,24.4,0.12,0.04,0.35,0.65,0.35,0.05,LOW
